TableName,FieldName,FieldPosition,IsKey,DataElement,DataType,Length,Decimals,TextLabel
/SAPAPO/MATLSPP,RGSTK_INDI,31,,/SAPAPO/RGSTK_INDI,CHAR,1,0,Regional Stocking (Indicator)
OIB01,VCFLN_LPG,31,,OIB_VCFLN_LPG,CHAR,1,0,Volume corr.factor
/CPD/D_PFP_PS,/CPD/DUMMY_INCL_EEW_PS,31,,/CPD/DUMMY_INCL_EEW,CHAR,1,0,
/CPD/S_MP_HDRDB,PROJ_RISK,31,,/CPD/PWS_WS_PROJ_RISK,CHAR,1,0,Overall Project Risk
CRFH,OFFSTB_REF,33,,CF_OBKZR,CHAR,1,0,Reference indicator
ADCP,FLAGCOMM10,33,,AD_FLGCM10,CHAR,1,0,Printer
FPLA,AUST5,33,,AUST5_CC,CHAR,1,0,Authorization Block
T156C,XMTVLA,33,,XMTVLA,CHAR,1,0,Unrestricted-use RTP
T459K,BWST3,33,,CK_BWST3,CHAR,1,0,Without Val. Strategy
KNVV,KVAKZ,33,,KVAKZ,CHAR,1,0,Cost Estimate
KSML,PROP_REL,33,,PROP_REL,CHAR,1,0,Proposal Relevant
SKB1,XMITK,33,,XMITK,CHAR,1,0,Recon. Acct Ready for Input
FCLM_BAM_ACLINK2,CASH_POOLING_FLAG,33,,FCLM_BAM_CASH_POOLING_FLAG,CHAR,1,0,Use in Cash Pooling
STKO,VERSNLASTIND,33,,CS_VERSNLASTIND,CHAR,1,0,Indicator: Latest Released BOM Version
T156,J_1AREVIDX,33,,J_1AREVIDX,CHAR,1,0,Revaluation-relevant
QAMR,MEDIANNI,33,,QNINITIAL,CHAR,1,0,Not Initial
WALE,BESTB,33,,W_BESTB,CHAR,1,0,Confirm.  plant
QASR,MINWERTNI,33,,QNINITIAL,CHAR,1,0,Not Initial
WBHK,FT_HEADER_COM,33,,HKCOM,CHAR,1,0,Complete
TVST,AUTOMATIC_PICK,33,,AUTOMATIC_PICKING,CHAR,1,0,Automatic Picking
TWPA,MM4X_PP,33,,MM4X_PP,CHAR,1,0,Matl maint. with PP
TWPFI,PRICES_IN_A071,33,,POS_PRICES_IN_A071,CHAR,1,0,StoreDep Pr. in A071
TCORU,ABARB_WFL,33,,ABARB_WFL,CHAR,1,0,Workflow for work
TKB1A,ABPRZ,33,,ABPRZ,CHAR,1,0,Business Process
DD04L,REFKIND,33,,TYPEKIND,CHAR,1,0,Category (Coded)
TMFK,WZLSPL,33,,WZLSPL,CHAR,1,0,Remove Blocks
T059P,J_1AFORMAT,33,,TYP_FORMAT,CHAR,1,0,Certificate Format
T399X,AOB_KEY,33,,AOB_KEY,CHAR,1,0,Relationship view
T438M,EXSGT,33,,EXSGD,CHAR,1,0,Excl. bulk material
MDC_S_PROCESS_DATA,ERASED,33,,MDC_PROCESS_ERASED,CHAR,1,0,Process Erased
USR02,ZBVMASTER,33,,XUZBVFLAG,CHAR,1,0,CUA User Template
T554S,MUNIT,33,,PTM_MUNIT,CHAR,1,0,Unit for min./max.
CRMC_ITEM_TYPE,SC_RELEVANT,33,,CRMDT_SC_RELEV,CHAR,1,0,SC Relevancy
CRMC_SALES_ITEM,EXTERNAL_BILL_SC,33,,CRMT_EXTERNAL_BILL_SCENARIO,CHAR,1,0,External Billing Scenario
/CPD/PLANDATA,IS_DRAFT,33,,IS_DRAFT,CHAR,1,0,Draft
/SAPAPO/S_LOCPRODWHST_ATT,DOCBATCH,33,,/SCWM/DE_DBATCHIND,CHAR,1,0,Documentary Batch
TMZR,SETBRTWR,33,,SETBRTWR,CHAR,1,0,Determ. Gross Value
STPO_DRAFT_V2,BILLOFMATERIALITEMCATEGORY,33,,POSTP,CHAR,1,0,Item Category
TVTK,ROUTE_STAG,33,,ROUTE_STAG,CHAR,1,0,Adopt Route
J_1AINFMET,INDEXM,33,,J_1AINDXM,CHAR,1,0,Indexing method
KLAH,VERWE,33,,VERWENDUNG,CHAR,1,0,Where-used
FCOMC_CATEGORY,SD_BASELINE,33,,FCOM_PLAN_CAT_SD_BASELINE,CHAR,1,0,Service Document Baseline Planning
QPMK,TOLUNNI,33,,QNINITIAL,CHAR,1,0,Not Initial
ADRP,FLPERSTEL,33,,AD_FLPTEL,CHAR,1,0,Personal telephone
TKA01,RCL_PRIMAC,33,,RCL_PRIMAC,CHAR,1,0,Acct determination for primary CElms
DD02L,ALLDATAINCL,33,,DDALLDATAINCLU,CHAR,1,0,
T001,XGJRV,33,,XGJRV,CHAR,1,0,Propose Fiscal Year
T003,XALLOCACT,33,,G_DOCTY_ALLOC_ACT,CHAR,1,0,Act.Allocation
T005,PRUIN,33,,PRUIN_005,CHAR,1,0,VAT registration number
T093,VZZINS,33,,VZZINS,CHAR,1,0,Interest
T370T,BTMNS,33,,BTMNS,CHAR,1,0,Const.type/mat.no. synchronous
TOJTB,OWNOBJTYPE,33,,SWO_OWNOBJ,CHAR,1,0,Redefined obj. type
TPMUS,WCENTER,33,,WCENTER,CHAR,1,0,Work cntr selection
TVLK,EXCOK,33,,EXCOK,CHAR,1,0,Legal Control
KBLE,BLCKZ,33,,KBLBLCKZ,CHAR,1,0,Blocking Indicator
CKMLPP,XVNB,33,,CKML_XVNB,CHAR,1,0,Revaluation of Consumption Complete
/CPD/D_PFP_PS,PLAN_ITEM_TYPE,33,,/CPD/PLAN_ITEM_TYPE,CHAR,1,0,Work Package Type
EAML_D_LFE_DATA,OFFSET1_UNIT_I,33,,OFFSET1_UNIT_I,CHAR,1,0,UoM Offset 1 Origin Indicator
GLO_FAAT_MD_TDD,GLO_RUS_PRT_ISRE,33,,FIRU_PRT_PROPERTY_IS_REAL_EST,CHAR,1,0,Is Real Estate
FMCI,NDAKZ,33,,FM_NDAB,CHAR,1,0,NDA Budget
WBRL,WUVPRS,33,,WUVPRS,CHAR,1,0,Incomplete Pricing
FARR_D_POB,START_DATE_TYPE,33,,FARR_START_DATE_TYPE,CHAR,1,0,Start Date Type
CKMLPR,SET_BY_MARKING,33,,CK_SET_BY_MARKG,CHAR,1,0,Flagged Without Conversion
QMMA,DUMMY_QMMA_INCL_EEW_PS,33,,DUMMY,CHAR,1,0,
/SRMSMC/D_S_SUST,CHILD_LABOUR,33,,SSTN_CHILD_LABOUR,CHAR,1,0,Child Labor Compliance
ADCP,FLAGCOMM11,34,,AD_FLGCM11,CHAR,1,0,SSF
/SAPAPO/S_LOCPRODWH_ATT,LGHTIND_FIX,34,,/SCWM/DE_LGTHIND_FIX,CHAR,1,0,Fixed
SWWWIHEAD,SYNCCHAIN,34,,SWW_CHAIN,CHAR,1,0,Flag: WI is part of a synch. chain
T156C,XMTVQU,34,,XMTVQU,CHAR,1,0,Qual. RTP
WALE,BESTV,34,,W_BESTV,CHAR,1,0,Confirmation DC
TVTK,CHGDOC_SHTYP,34,,CHGDOC_SHTYP,CHAR,1,0,Change document shipment
TCORU,ABDAU_WFL,34,,ABDAU_WFL,CHAR,1,0,Workflow for duratn.
T370T,CC_KNZ,34,,CCC_KNZ,CHAR,1,0,CC
TNRO,IGNORE_GROUP,34,,NRIGNORE,CHAR,1,0,Cloud: Ignore groups
QAMR,MINWERTNI,34,,QNINITIAL,CHAR,1,0,Not Initial
QASR,MITTELWNI,34,,QNINITIAL,CHAR,1,0,Not Initial
TWPFI,NO_WARNINGS,34,,POS_NO_WARNINGS,CHAR,1,0,Warnings as Notes
J_1AINFMET,J_1AAXREVD,34,,J_1AAXREVD,CHAR,1,0,Split revaluation
T8JZ,TAXEXPDTL,34,,JV_TAXEXP,CHAR,1,0,Tax on exp. detail
TCA01,FLG_CHK_RE,34,,FLG_CHK_RE,CHAR,1,0,Red. inspect. scope
TMZR,SPLITT,34,,WLF_SPLITT,CHAR,1,0,Separate FI Docs
T042Z,XIBAN,34,,XIBAN_042Z,CHAR,1,0,SWIFT Code and IBAN
T350,EXTENDED_OL,34,,EXTENDED_OL,CHAR,1,0,Enh. ObjectList
T438M,BESAL,34,,BESAD,CHAR,1,0,Explosion date
T459K,MNTKAL,34,,MNTKAL,CHAR,1,0,Sales order costing
TWPA,ASMAS,34,,ASMAS,CHAR,1,0,Multiple Assignment Plant to Assortment
IMPTT,INDCT,34,,IMRC_INDCT,CHAR,1,0,MeasPoint is counter
CRMC_ITEM_TYPE,CONT_ITM_QUANVAL,34,,CRMT_CONTRACT_ITEM_QUAN_VAL,CHAR,1,0,Quantity/Value Contract Item
FCOMC_CATEGORY,SD_ONGOING,34,,FCOM_PLAN_CAT_SD_ONGOING,CHAR,1,0,Service Document Ongoing Planning
ADRP,FLPERSCOMM,34,,AD_FLPCOMM,CHAR,1,0,Pers.comm.numbers
FINSC_LD_CMP,PARGLACCTS,34,,FINS_PARALLEL_GLACCT,CHAR,1,0,Parallel Accounting Using G/L Accounts
FPLT,TEMAN,34,,TEMAN_1,CHAR,1,0,as for manual date
NAST,AENDE,34,,NA_AENDE,CHAR,1,0,Change message
TCJ41,AUTOD,34,,PS_AUTOD,CHAR,1,0,Transfer to proj.def
TF200,EXT_VERSION_TYPE,34,,FC_EXT_VERSION_TYPE,CHAR,1,0,Version Type
TKB1A,ABAUP,34,,ABAUP,CHAR,1,0,Order Item
DD02L,WITH_PARAMETERS,34,,DDWITHPAR,CHAR,1,0,
T001,XKDFT,34,,XKDFT,CHAR,1,0,Post Translation
T093,VZINDA,34,,VZINDA,CHAR,1,0,Revaluation Ord.Dep.
TOJTB,OWNHANDLE,34,,SWO_OWNHND,CHAR,1,0,Own object handle
TVKK,TXT_KONSE,34,,TXT_KONSE,CHAR,1,0,Not standard text
TVLK,NEUTE,34,,NEUTE,CHAR,1,0,Rescheduling
VTTK,STLBG,34,,STLBG,CHAR,1,0,Loading started
CRMS4D_REPA_H,SALES_ORG_ORI,34,,CRMT_SALES_ORG_ORIGIN,CHAR,1,0,Origin indicator: Sales organization
CKMLPP,XWIP,34,,CKML_XWIP,CHAR,1,0,WIp Price Determination compl.
FAAT_MD,INVENTORY_INDICATOR,34,,INKEN,CHAR,1,0,Include Asset
/CPD/S_MP_HDR_Q,CR_RELEVANT,34,,/CPD/PWS_WS_CR_REL,CHAR,1,0,Change Request Relevant
EAML_D_LFE_DATA,OFFSET2_TYPE_I,34,,OFFSET2_TYPE_I,CHAR,1,0,Type Offset 2 Origin Indicator
FM01,CO_TIMEDEP,34,,FM_TIMEDEP,CHAR,1,0,Year-dependent
T003,XALLOCPLAN,34,,G_DOCTY_ALLOC_PLAN,CHAR,1,0,Plan.Allocation
TPMUS,NEW_NUM,34,,NEW_NUM,CHAR,1,0,Renumber
KBLK,BLKKZ,34,,BLKKZ,CHAR,1,0,Document Blocked
T8JV,CHECKFC,34,,JV_CHECKFC,CHAR,1,0,Check Funding Currencies
FARR_D_POB,DISTINCT_TYPE,34,,FARR_DISTINCT,CHAR,1,0,Composition
FMCI,AZPKZ,34,,FM_AZPB,CHAR,1,0,Accrued Budget
/SAPAPO/MATLSPP,POD_FIXDMD,34,,/SAPAPO/POD_FIXDMD,CHAR,1,0,Consider Horizon for Fixed Demand
/SAPAPO/MATLWH,CONCSTAT,34,,/SCWM/DE_CONCSTAT,CHAR,1,0,Status Slotting
OIB01,TDTHV,34,,OIB_TDTHV,CHAR,1,0,TDTH active
/SRMSMC/D_S_SUST,FORCED_LABOUR,34,,SSTN_FORCED_LABOUR,CHAR,1,0,Forced Labor Compliance
KBLPS,REPO,34,,PFM_1REPO,CHAR,1,0,Replenishment
T156C,XGLGMG,37,,XGLGMG,CHAR,1,0,Tied Empties Stock
MCHB,CHRUE,37,,CHRUE,CHAR,1,0,
EINA,RELIF,37,,RELIF,CHAR,1,0,Regular Supplier
SKB1,XSALH,37,,XSALH,CHAR,1,0,Balances in Local Crcy Only
T554S,ENDCK,37,,PTM_ENDCHECK,CHAR,1,0,Check end date
VBUP,VLSTP,37,,VLSTP,CHAR,1,0,Decentralized whse
/SAPAPO/RES_HEAD,MIN_GAPS,37,,/SAPAPO/CDPS_MINIMIZE_GAPS,CHAR,1,0,Reduce Gaps
FPLA,AUTKOR,37,,AUTKOR,CHAR,1,0,Aut.corr. dates
TCORU,CAPAJ,37,,CO_NOHRP,CHAR,1,0,No HR Update
STKO_DRAFT_V2,ISLATESTBOMVERSION,37,,CS_VERSNLASTIND,CHAR,1,0,Indicator: Latest Released BOM Version
T042Z,XALIAS,37,,XALIAS,CHAR,1,0,
T059P,J_DAILY_ACC,37,,J_DAILY_ACC,CHAR,1,0,Daily accumulation
T350,EAMS_NO_UC,37,,EAMS_NO_UC,CHAR,1,0,No Unplanned Confirmation
QAMR,MOMENT3NI,37,,QNINITIAL,CHAR,1,0,Not Initial
QASR,MOMENT4NI,37,,QNINITIAL,CHAR,1,0,Not Initial
QMSM,AUTKZ,37,,QAUTKZ,CHAR,1,0,Object created autom
TVLK,LNSPL,37,,LNSPL,CHAR,1,0,Delivry Split - WhNo
EMARC3,AUTRU,37,,AUTRU,CHAR,1,0,Reset automatically
T8JZ,POMACT,37,,JV_POMACT,CHAR,1,0,Operational & Billing Month Active
TCA01,FLG_CHRULE,37,,FLG_CHRULE,CHAR,1,0,Change rule
DD04L,BIDICTRLC,37,,DDBIDICTRL,CHAR,1,0,No BIDI Filtering
TMZR,CROSS_COMPANY,37,,WLF_CROSS_COMPANY,CHAR,1,0,Cross-Company Settlement Category
T399X,PHS_DARST,37,,PHS_DARST,CHAR,1,0,Phase display
T437S,RP_KANBAN,37,,SA_RPKANBAN,CHAR,1,0,RP Confirmation w. Kanban
TOJTB,MODELONLY,37,,SWO_FLGMOD,CHAR,1,0,Status
TPMUS,BUIA,37,,BUIA,CHAR,1,0,Set in process
WB2_C_BVTAB,FILL_TOTAL_BRGEW,37,,WB2_FILL_TOTAL_BRGEW,CHAR,1,0,Transfer Bus Volume Total Gross Weight
TWPFI,NOT_CHECK_SALES_PER,37,,NOT_CHECK_SALES_PER,CHAR,1,0,Deactivate Sales Period Check
EMARC4,ROTATION_DATE,37,,ROTATION_DATE,CHAR,1,0,Putaway/Stock Removal Strategy
CRMC_PROC_TYPE,QUOTATIO_MESSAGE,37,,CRMT_QUOTATION_MESSAGE,CHAR,1,0,Quot. Determin.
STPO_DRAFT_V2,ISASSEMBLY,37,,CHAR1,CHAR,1,0,
T459K,OCMACT,37,,CO_FLGOCM,CHAR,1,0,Order change management
QMEL,RBNRI,37,,RBNRI,CHAR,1,0,Origin CatProfle
J_1AINFMET,J_1AA_RVEND,37,,J_1AAM_RVEND_CONT,CHAR,1,0,Allow Revaluation After Useful Life
KLAH,WWSSI,37,,WWS_SICHT,CHAR,1,0,MMS view
MLST,KZ_LSTWR,37,,MLST_LSTWR,CHAR,1,0,Progress analysis
AUPO,RUNDG,37,,RUNDG,CHAR,1,0,Rounding
FINSC_LD_CMP,WRITE_DOCNR_LD,37,,FINS_WRITE_DOCNR_LD,CHAR,1,0,Sequential Document Number
GLO_FAAT_MD,GLO_IN_R_D_ASSET,37,,GLO_IN_R_AND_D_ASSET,CHAR,1,0,R & D Asset
TCJ41,ALL_ACC,37,,PS_ALLACC,CHAR,1,0,All acct asst elem
TF600,GWABG,37,,FC_GWABG,CHAR,1,0,Begin amortization
TKA01,CVACT,37,,CVACT,CHAR,1,0,C&V Profile Active
TKB1A,FM_DERIVE_FONDS,37,,PS_DERIVE_FONDS,CHAR,1,0,Derive Funds
DD02L,KEYLEN_FEATURE,37,,DDDBKEYLENFEATURE,CHAR,1,0,
T001,XJVAA,37,,JV_ACTIVE,CHAR,1,0,JV Accounting Active
QAPP,KZBEWERT,37,,QPPBEWERT,CHAR,1,0,Valuation Status
KBLK,WKAOK,37,,WKAOK,CHAR,1,0,Already Approved
CKMLPP,XMSTUF,37,,CKML_XMSTUF,CHAR,1,0,Multilevel Price Determ. Completed
T003,XPOSACC,37,,X_MCA_POSACC,CHAR,1,0,Post to Position Accounts
PA0003,KOBDE,37,,KOBDE,CHAR,1,0,PDC error indicator
WRPL,SRP_WBTYP,37,,VWWSBTYPVO,CHAR,1,0,Document cat. default
/SAPAPO/MATLWH,WGHTIND_FIX,37,,/SCWM/DE_WGHTIND_FIX,CHAR,1,0,Fixed
/SRMSMC/D_S_SUST,ANTI_CORRUPTION,37,,SSTN_ANTICORRUPTION,CHAR,1,0,Anti-Corruption Compliance
MDC_D_PRCROOT,DUPLICATE_STRATEGY,37,,MDC_DUPLICATE_STRATEGY,CHAR,1,0,Strategy for duplicate Records
CRMC_ITEM_TYPE,TERRITORY_CHECK,35,,XFELD,CHAR,1,0,
CRFH,BZOFFE_REF,35,,CF_BEKZR,CHAR,1,0,Reference indicator
ADCP,FLAGCOMM12,35,,AD_FLGCM12,CHAR,1,0,URI/FTP
/SAPAPO/RES_HEAD,FINITE_PLANNING,35,,/SAPAPO/CRES_LVLIND,CHAR,1,0,Finite Scheduling
STKO,BOM_AIN_IND,35,,CS_AIN_IND,CHAR,1,0,Relevant for BOM to AIN Handover
STPO,SANVS,35,,SANVS,CHAR,1,0,HL configuration
SWWWIHEAD,NO_DEADL,35,,SWW_DEADFL,CHAR,1,0,Flag for whether WI has deadline data
T042Z,XNO_ACCNO,35,,XNO_ACCNO_042Z,CHAR,1,0,
T134,WIP_IND,35,,DE_WIP_INDICATOR,CHAR,1,0,Only EWM Stock
T156,J_1AEXPKZ,35,,J_1AEXPKZ,CHAR,1,0,Export indicator
T156C,XMTVSP,35,,XMTVSP,CHAR,1,0,Blocked RTP
T370T,AEBKZ_INS,35,,AEBKZ_INS,CHAR,1,0,Change Docs During Creation
WALE,AENDB,35,,W_AENDB,CHAR,1,0,Change plant
TWPFI,TAXES_COPY,35,,POS_TAXES_COPY,CHAR,1,0,Copy Tax Code & Prce
T554S,DEDQU,35,,PTM_DEDQUO,CHAR,1,0,Quota deduction
T8JZ,TAXPER,35,,JV_TAXPER,CHAR,1,0,Post tax to next per
CRMC_SALES_ITEM,CREDIT_CHECK,35,,CRMT_CREDIT_CHECK,CHAR,1,0,Credit Check
VBUP,DCSTA,35,,DCSTA,CHAR,1,0,Delay Status
TDEVC,INHERIT_CLI_INTF,35,,PAK_INHERIT_CLIENT_INTERFACES,CHAR,1,0,Inherit client interfaces
T350,LNGTXT,35,,LNGTXT,CHAR,1,0,Long Text
QAMR,MITTELWNI,35,,QNINITIAL,CHAR,1,0,Not Initial
QASR,VARIANZNI,35,,QNINITIAL,CHAR,1,0,Not Initial
TVKK,EXCLUDE_FC,35,,EXCLUDE_FC,CHAR,1,0,FCode exclusion
TCA01,FLG_ARBEI,35,,FLG_ARBEI,CHAR,1,0,Ind. work
MPOS,IND_ABRVO,35,,IND_ABRVO,CHAR,1,0,Settlmnt rule exists
NAST,REPET,35,,NA_REPET,CHAR,1,0,Repeatability
TCORU,GMOVJ,35,,GMOVJ,CHAR,1,0,Background
TKB1A,ABRIST,35,,ABRIST,CHAR,1,0,Actual Costs/Cost of Sales
DD04L,PROXYTYPE,35,,DDPROXYTY,CHAR,1,0,Proxy Usage
TMZR,TAX_CODE_DETERM,35,,WLF_TAX_CODE_DETERMINATION,CHAR,1,0,Tax Code Determination
T059P,J_1BWHTBASE_NF,35,,J_1BWHTBASE_NF,CHAR,1,0,Origin of Real Calc. Base
T399X,AOB_DARST,35,,AOB_DARST,CHAR,1,0,Relationship display
T437S,BWULACT,35,,BFBWUL,CHAR,1,0,Batch Where-Used List
WB2_C_BVTAB,FILL_TOTAL_MENGE,35,,WB2_FILL_TOTAL_MENGE,CHAR,1,0,Transfer Bus Volume Total Quantity
TWPA,CHECKALLAS,35,,CHECKALLAS,CHAR,1,0,Local Assortments Listing
IMPTT,INDRV,35,,IMRC_INDRV,CHAR,1,0,Count backwards
CRMS4D_REPA_I,STAT_DELIVERY,35,,CRMS4_STAT_DELIVERY,CHAR,1,0,Delivery Status
FCOMC_CATEGORY,COMPRESSION_ALLOWED,35,,FINS_PLAN_CAT_COMPR_ALLOWED,CHAR,1,0,Compression Allowed
VBLB,KRITB,35,,KRITB,CHAR,1,0,High priority stock
AUPO,LISTG,35,,LISTG,CHAR,1,0,Flag: listing
FM01,YEARPOS,35,,FM_YEARPOS,CHAR,1,0,Year-Dependent Commitment Items
TF200,EXEC_MODE,35,,FC_EXEC_MODE,CHAR,1,0,Run Mode
DD02L,EXVIEW_INCLUDED,35,,DDEXTVIEW_INCLUDED,CHAR,1,0,
T001,XPROD,35,,XPROD_001,CHAR,1,0,Company Code Is Productive
T003,X_PP_PROCESS,35,,X_PP_PROCESS,CHAR,1,0,ERD Partial Payments
T093,AFABEO,35,,AFABEO,CHAR,1,0,Dep.Area.  OK
TPMUS,ONE_OPR,35,,ONE_OPR,CHAR,1,0,Incl. once. complete
KBLK,FEXEC,35,,FEXEC,CHAR,1,0,Document Completed
CKMLPP,XOBJWIP,35,,CKML_XOBJWIP,CHAR,1,0,WIP Calculated
/S4PPM/PROJECT,CONFIDENTIAL,35,,/S4PPM/TV_PROJECT_CONFIDENTIAL,CHAR,1,0,Confidential
FAAT_MD_VAL_TDD,CALCULATION_VIEW_TYPE,35,,FAA_MD_CALC_VIEW_TYPE,CHAR,1,0,Calculation View Type
/CPD/S_MP_HDR_Q,OVERALL_RISK,35,,/CPD/PWS_WS_PROJ_RISK,CHAR,1,0,Overall Project Risk
EAML_D_LFE_DATA,OFFSET2_VALUE_I,35,,OFFSET2_VALUE_I,CHAR,1,0,Offset 2 Origin Indicator
FARR_D_POB,DISTINCT_FULFILL,35,,FARR_DISTINCT_FULFILL,CHAR,1,0,Unit Distinct
WRPL,SRP_MDREL,35,,WSRP_DC_MDREL,CHAR,1,0,Flag: Relevance of Merch. Dist. in RESWK
/CPD/S_MP_HDRDB,CR_RELEVANT,35,,/CPD/PWS_WS_CR_REL,CHAR,1,0,Change Request Relevant
/SAPAPO/MATLSPP,POD_FIXDMDTYP,35,,/SAPAPO/POD_FIXDMDTYP,CHAR,1,0,Procurement Lead Time
/SRMSMC/D_S_SUST,COL_BARGAINING,35,,SSTN_COLLECTIVE_BARGAINING,CHAR,1,0,Right to Collective Bargaining Compl.
OIB01,BDBHV,35,,OIB_BDBHV,CHAR,1,0,BDBH active
/CPD/D_MP_HDR,PROJ_RISK,35,,/CPD/PWS_WS_PROJ_RISK,CHAR,1,0,Overall Project Risk
MKOL,KORUE,36,,SBRUE,CHAR,1,0,
CRMC_SALES_ITEM,IS_ATP_RELEVANT,36,,CRMS4_IS_ATP_RELEVANT,CHAR,1,0,ATP Relevant
FCLM_BAM_AMD,DELETED_FLAG,36,,BOOLE_D,CHAR,1,0,TRUE
ADCP,FLAGCOMM13,36,,AD_FLGCM13,CHAR,1,0,Pager
/SAPAPO/RES_HEAD,IS_BOTTLENECK,36,,/SAPAPO/CDPS_BOTTLENECK,CHAR,1,0,Bottleneck Resource
/SAPAPO/S_LOCPRODWH_ATT,WDTHIND_FIX,36,,/SCWM/DE_WDTHIND_FIX,CHAR,1,0,Fixed
TCORU,COSTJ,36,,CO_OFORD,CHAR,1,0,Only open orders
STKO_DRAFT_V2,ISVERSIONBILLOFMATERIAL,36,,CS_VERSNIND,CHAR,1,0,Indicator: Relevant for Versioning
STPO,STKKZ,36,,STKKZ,CHAR,1,0,PM assembly
T042Z,XSEPA,36,,XSEPA,CHAR,1,0,SEPA Mandate Required
T059P,ALL_TAX_CODES,36,,J_1A_ALL_TAX_CODES,CHAR,1,0,Consider All Tax Codes
T093,XBEREP,36,,XBEREP,CHAR,1,0,Area for reporting purposes only
T156,XOARC,36,,XOARC,CHAR,1,0,Store
T156C,XMTVEI,36,,XMTVEI,CHAR,1,0,Restricted RTP
T370T,LFE_IND,36,,EAML_LFE_IND,CHAR,1,0,Linear Asset
WALE,AENDV,36,,W_AENDV,CHAR,1,0,Change DC
SKB1,XMWNO,36,,XMWNO,CHAR,1,0,Posting without tax allowed
CRMC_PROC_TYPE,REFERRENCE_DOC,36,,CRMT_REFERRENCE_DOC_FLAG,CHAR,1,0,Creation w. Ref. Doc. Possible
VBUP,RRSTA,36,,RR_STATUS,CHAR,1,0,Rev. determ. status
QPMZ,GELOESCHT,36,,QGEL,CHAR,1,0,Deleted record
ANLB,ANUPD,36,,ANUPD,CHAR,1,0,Change Type
DD04L,LTRFLDDIS,36,,DDLTRFLDDI,CHAR,1,0,Basic direction is set to LTR
T350,RSUPG,36,,RSUPG,CHAR,1,0,Upgrade Order
QAMR,VARIANZNI,36,,QNINITIAL,CHAR,1,0,Not Initial
QASR,MOMENT3NI,36,,QNINITIAL,CHAR,1,0,Not Initial
TWPFI,NO_TRIGGER,36,,NO_TRIGGER,CHAR,1,0,No Trigger File
T554S,AVAIL,36,,PTM_TIMAVAIL,CHAR,1,0,Availability
TCA01,FLG_KALC,36,,FLG_KALC,CHAR,1,0,Material qty calculatn
TMZR,REMU_COND_CHECK,36,,WLF_REMU_COND_CHECK,CHAR,1,0,SDoc List Conditions
T160S,VARANZ,36,,VARANZDB,CHAR,1,0,Display variants
T399X,VRG_DARST,36,,VRG_DARST,CHAR,1,0,Operation display
WB2_C_BVTAB,FILL_TOTAL_NTGEW,36,,WB2_FILL_TOTAL_NTGEW,CHAR,1,0,Transfer Bus Volume Total Net Weight
TWPA,ORDERBOOK,36,,ORDERBOOK,CHAR,1,0,Source List Consideration
EMARC1,KZBED,36,,KZBED,CHAR,1,0,Requirements group
EMARC4,NCOST,36,,CK_NO_COSTING,CHAR,1,0,Do Not Cost
KLAH,WWSKZ,36,,WWS_KLTYP,CHAR,1,0,MMS class type
IMPTT,INDTR,36,,IMRC_INDTR,CHAR,1,0,Transfer supported
MLST,KZ_TREND,36,,MLST_TREND_CHG,CHAR,1,0,Trend analysis
FCOMC_CATEGORY,CAT_PURPOSE01,36,,FCOM_PLAN_CATEGORY_PURPOSE01,CHAR,1,0,Purpose01
VBLB,LABKY,36,,BSTAS,CHAR,1,0,Req.status key
AUPO,MANUE,36,,MANUE,CHAR,1,0,ID: manual
QPMK,KLASBRNI,36,,QNINITIAL,CHAR,1,0,Not Initial
FM01,YEARCTR,36,,FM_YEARCTR,CHAR,1,0,Year-Dep.Funds Ctrs
TKB1A,ABRDOWNPAY,36,,ABRDOWNPAY,CHAR,1,0,Down Payments
DD02L,KEYMAX_FEATURE,36,,DDDBKEYMAXFEATURE,CHAR,1,0,
T001,XEINK,36,,XEINK,CHAR,1,0,Purchase Acct Proc.
T003,XKURSX,36,,X_FXR_RATEX,CHAR,1,0,Market Data Exchange Rate
T005,PRST1,36,,PRST1_005,CHAR,1,0,Check rule for tax code 1
T437S,KZTTZ,36,,BF_TTZ,CHAR,1,0,BOM Explosion by DTS Logic
TPMUS,SEQUENC,36,,SEQUENC,CHAR,1,0,Operation sorting
QAPP,VBEWERTUNG,36,,QBEWERTUNG,CHAR,1,0,Code Valuation
T881,GCOMPRESS,36,,G_COMPRESS,CHAR,1,0,Summarize
CRMS4D_REPA_H,DIS_CHANNEL_ORI,36,,CRMT_DIS_CHANNEL_ORIGIN,CHAR,1,0,Origin indicator: Distribution channel
CKMLPP,XNOPL,36,,CK_NO_PBPOPO,CHAR,1,0,No Stock Coverage Check
/S4PPM/PROJECT,RESTRICT_TIME_POSTING,36,,/S4PPM/RESTRICT_TIME_POSTING,CHAR,1,0,Restrict Unstaffed Posting
QPRS,ADDON_DUMMY,36,,QDUMMY,CHAR,1,0,Dummy Field
EAML_D_LFE_DATA,OFFSET2_UNIT_I,36,,OFFSET2_UNIT_I,CHAR,1,0,UoM Offset 2 Origin Indicator
/SAPAPO/S_LOCPRODWHST_ATT,DUMMY_WHST_INCL_EEW_PS,36,,/SCWM/DE_DUMMY_INCL_EEW,CHAR,1,0,Dummy Field for Enhancement Fields
EKBE,XWSBR,36,,XWSBR,CHAR,1,0,RevGR despite IR
EKBEH,XWSBR,36,,XWSBR,CHAR,1,0,RevGR despite IR
