ElementName,DataType,Length,Decimals,TextLabel
FC_FRYEAR_S4H_WRITE,NUMC,000004,000000,Starting Year for LIs in SAP S/4HANA
FC_FYEAR,NUMC,000004,000000,Year of first cons
MWST2,CURR,000023,000002,LC2 Tax Amount
MWST3,CURR,000023,000002,LC3 Tax Amount
NAVFW,CURR,000023,000002,Non-Deductible
NAVH2,CURR,000023,000002,LC2 Non-Deductible
NAVH3,CURR,000023,000002,LC3 Non-Deductible
NAVHW,CURR,000023,000002,Non-Deductible
NEBTR,CURR,000023,000002,Payment Amount
FWBAS,CURR,000023,000002,Tax Base Amount
HWBAS,CURR,000023,000002,LC Tax Base
HWBWF,CURR,000023,000002,Release From
HWZUZ,CURR,000023,000002,LC Provision
HWZWF,CURR,000023,000002,Payment Release
PPDIF2,CURR,000023,000002,Difference Realized
PPDIF3,CURR,000023,000002,Difference Realized
PPDIFF,CURR,000023,000002,Difference Realized
RDIF2,CURR,000023,000002,Difference Realized 2
RDIF3,CURR,000023,000002,Difference Realized 3
RDIFF,CURR,000023,000002,Difference realized
SAFAB,CURR,000023,000002,Spec.Dep.on Transactions
SAFAG,CURR,000023,000002,Posted Special Dep.
SAFAL,CURR,000023,000002,Special Dep. CY
SAFAM,CURR,000023,000002,Manual Special Dep.
SAFAP,CURR,000023,000002,Planned Special Dep.
SAFAV,CURR,000023,000002,Cum. Special Dep.
SAFAZ,CURR,000023,000002,Spec.Dep.to Be Pstd.
SANSL,CURR,000023,000002,Statist. acquis.val.
SKFBT,CURR,000023,000002,CD Base
SKNT2,CURR,000023,000002,CD Amount in LC2
SKNT3,CURR,000023,000002,CD Amount in LC3
SKNTO,CURR,000023,000002,Cash Discount Amount
WRBTR,CURR,000023,000002,Amount
WRBTX,CURR,000023,000002,Amount
WRTMA,CURR,000023,000002,Man.net wrth val.
ABSBT,CURR,000023,000002,Hedged Amount
AMT_DIFF,CURR,000023,000002,Difference Amount
ANBTR,CURR,000023,000002,Amount Posted
ANSAZ,CURR,000023,000002,Down Payments
ANSWL,CURR,000023,000002,Asset Value
BDIF2,CURR,000023,000002,Valuation Difference 2
BDIF3,CURR,000023,000002,Valuation Difference 3
BDIFF,CURR,000023,000002,Valuation Difference
DMB2X,CURR,000023,000002,Amount
DMB3X,CURR,000023,000002,Amount
DMBTX,CURR,000023,000002,Amount
INVZL,CURR,000023,000002,Investment Grant
INVZM,CURR,000023,000002,Investment Grant
INVZV,CURR,000023,000002,Investment Grant
EHWRT,CURR,000023,000002,Assessed Val
KANSW,CURR,000023,000002,Cum. Acquis. Value
KANZA,CURR,000023,000002,Cum.Down Payments
KAUFN,CURR,000023,000002,Cum.Reval.Ord.Dep.
KAUFW,CURR,000023,000002,Cum.Revaluation RV
KINVZ,CURR,000023,000002,Cum. Invest. Grant
KMAFA,CURR,000023,000002,Cum.Reserves Transf.
KNAFA,CURR,000023,000002,Accum.Ordinary Dep.
KSAFA,CURR,000023,000002,Cum.Special Dep.
KSANS,CURR,000023,000002,Cum.statistical APC
KVOST,CURR,000023,000002,Cumulative Input Tax
KZINW,CURR,000023,000002,Cumulative Interest
LEGEB,CURR,000023,000002,Lease payment
FDWBT,CURR,000023,000002,Planned Amount
FIAA_TOLE,CURR,000023,000002,
LKAUF,CURR,000023,000002,Purchase Price
LKUZA,CURR,000023,000002,Posted Payments
LKUZI,CURR,000023,000002,Interest Posted
LLAVB,CURR,000023,000002,Long-term liability
MAFAG,CURR,000023,000002,Res.Transf.Posted
MAFAL,CURR,000023,000002,Reserves tTransf. CY
MAFAM,CURR,000023,000002,Manual Transfer of Reserves
MAFAP,CURR,000023,000002,Planned Transfer of Reserves
MAFAV,CURR,000023,000002,Reserves Transf. PY
MAFAZ,CURR,000023,000002,Trans.Res. TBP
MXBTRG,CURR,000023,000002,Max. support amount
NAFAB,CURR,000023,000002,Ord.Depreciation on Trans
NAFAG,CURR,000023,000002,Ordinary Dep.Posted
NAFAL,CURR,000023,000002,Ordinary Dep. CY
NAFAM,CURR,000023,000002,Manual Ordinary Dep
NAFAP,CURR,000023,000002,Planned Ordinary Dep
NAFAV,CURR,000023,000002,Ordinary Dep. PY
NAFAZ,CURR,000023,000002,Ordinary Dep. TBP
FWZUZ,CURR,000023,000002,Additional Tax
GBETR,CURR,000023,000002,Hedged Amount
SCHRW,CURR,000023,000002,Scrap value
STBLN,CHAR,000010,000000,Reversed Document
URWRT,CURR,000023,000002,Original Value
AAFAG,CURR,000023,000002,Pstd.Unplanned Dep.
AAFAL,CURR,000023,000002,Unplanned Dep. CY
AAFAM,CURR,000023,000002,Manual Unplnd. Dep.
AAFAP,CURR,000023,000002,Planned Unplnd. Dep
AAFAV,CURR,000023,000002,Unplnd.Dep.Prev.Year
AAFAZ,CURR,000023,000002,Unpld.Dep.to Be Pstd
ABGAN,CURR,000023,000002,Retirement/Transfer
AFA_BLNR,CHAR,000010,000000,Document Number
ANFBN,CHAR,000010,000000,BoE Payment Request
AUFNG,CURR,000023,000002,Pstd.Reval.Cum.O.Dep
AUFNL,CURR,000023,000002,Reval.Ord.Dep.CY
AUFNM,CURR,000023,000002,Man Reval.Cum.ODep
AUFNP,CURR,000023,000002,Plan.Revl.Cum.ODep.
AUFNV,CURR,000023,000002,Reval.O.Dep.PrevYr.
AUFNZ,CURR,000023,000002,Revl.tbp.Cum.O.Dep
AUFWB,CURR,000023,000002,Pstd.Rev.of Rep.Val.
AUFWL,CURR,000023,000002,Revaluation on RV
AUFWM,CURR,000023,000002,Man. Revaluation RV
AUFWP,CURR,000023,000002,Plan.Reval. Repl.Val
AUFWV,CURR,000023,000002,Revaluation on RV
AUFWZ,CURR,000023,000002,Revl.to Be Pstd. APC
CO_ALEBN,CHAR,000010,000000,ALE: Original DocNr
DBBLG,CHAR,000010,000000,Recurring Entry Doc.
DISBN,CHAR,000010,000000,Usage Document
DZINSB,CURR,000023,000002,Interest on Transact
DZINSG,CURR,000023,000002,Interest Posted
DZINSM,CURR,000023,000002,Manual Interest
DZINSP,CURR,000023,000002,Interest Planned
DZINZB,CURR,000023,000002,Interest to Be Pstd.
DZUSAA,CURR,000023,000002,Write-up Unplnd.Dep.
DZUSMA,CURR,000023,000002,W-up Transf.Reserve
DZUSNA,CURR,000023,000002,Write-up on Ord.Dep.
DZUSSA,CURR,000023,000002,Write-up Spec.Dep.
JV_RECDOC,CHAR,000010,000000,Recurring Document
KAAFA,CURR,000023,000002,Cum.Unplanned Dep.
LBASW,CURR,000023,000002,Base value as new
LBLNR,CHAR,000010,000000,Last Document Number
FC_GWALVAL,CURR,000023,000002,Threshold value
FC_GWRLVAL,CURR,000023,000002,Threshold value
FC_NGALVAL,CURR,000023,000002,Threshold value
FC_NGRLVAL,CURR,000023,000002,Threshold value
FINCS_COINR,CHAR,000010,000000,Investment Activity Number
FINCS_GROUP_JRNL_ENTRY,CHAR,000010,000000,Group Journal Entry
FINS_DOCNR_LD,CHAR,000010,000000,Ledger specific Document Number
FM_VREFBN,CHAR,000010,000000,Predecessor Document Number
FM_XDOCNR,CHAR,000010,000000,FM Reference Document Number
VRTKZ,CHAR,000001,000000,Distrib. Indicator
PFM_BELNR_PI,CHAR,000010,000000,Undue payment document number
ROUNDN,DEC,000011,000000,Rounding - work hrs
TDVZND,DEC,000011,000000,Transp. Lead Time Hr
UABZG,CURR,000023,000002,Unauthor.Deductions
UMSAV,CURR,000023,000002,Balance Carryforward
UMXXH,CURR,000023,000002,Credit
UMXXS,CURR,000023,000002,Debit
/SAPAPO/LOC_DURAT,DEC,000011,000000,Max. Break Duration During Cont. Move
/SAPAPO/LOC_OPTIME,DEC,000011,000000,Order Processing Time
/SAPAPO/REPAIR_TIME_BUFFER,DEC,000011,000000,Buffer for Horizon: No Repair/Kitting Or
/SAPAPO/REPAIR_TIME_INTERNAL,DEC,000011,000000,Time for Internal Kit to Stock
BABZG,CURR,000023,000002,Author.Deductions
CRDMBTR,CURR,000023,000002,Loc.Currency Amount
CRGROSBTR,CURR,000023,000002,Gross amount
CRGROSHW,CURR,000023,000002,LC Gross Amount
CRMWSTS,CURR,000023,000002,LC tax amount
CRNETBTR,CURR,000023,000002,Net amount
CRNETDMBTR,CURR,000023,000002,LC Net Amount
CRWMWST,CURR,000023,000002,Tax amount
CRWRBTR,CURR,000023,000002,Transaction amount
KP_EFFZTDA,DEC,000011,000000,Actual duration
KP_EFFZTDP,DEC,000011,000000,Planned actual duration
KP_WARZTDA,DEC,000011,000000,Current waiting time
KP_WARZTDP,DEC,000011,000000,Planned Waiting Time
KUMAG,CURR,000023,000002,Clearing Amount
KZINS,CURR,000023,000002,Acc.int.calc.numertr
LOADTN,DEC,000011,000000,Loading Time (Hrs)
PINTVM,DEC,000011,000000,Pull Interval [h:min]
PIPATN,DEC,000011,000000,Pick/Pack Time-Wk Hrs
PRD_SCM_SHELF_LIFE_REQ_MIN,DEC,000011,000000,Reqd Min. Shelf Life
ROUNDG,DEC,000011,000000,Rounding - workdays
TDVZTD,DEC,000011,000000,Transport. Lead Time
TRAZTD,DEC,000011,000000,Transit Time
/SAPAPO/DM_PEGGING_FUTUR_ALERT,DEC,000011,000000,Pegg.Alert
/SAPAPO/DM_PEGGING_PAST_ALERT,DEC,000011,000000,Pegg.Alert Backwards
/SAPAPO/GIPRT,DEC,000011,000000,GI Processing Time
/SAPAPO/GRPRT,DEC,000011,000000,GR Processing Time
/SAPAPO/MATURITY_DUR,DEC,000011,000000,Maturation Time
/SAPAPO/MATURITY_DUR_L,DEC,000011,000000,Loc.-Dep. Matur.Time
/SAPAPO/PLRUN_DUR,DEC,000011,000000,Time Between Two DRP Planning Runs
/SAPAPO/PLRUN_DUR_DEPL,DEC,000011,000000,Time Betw. Two Deployment Planning Runs
/SAPAPO/REORD_DUR,DEC,000011,000000,Reorder Days' Supply
/SAPAPO/REVIEW_TIME,DEC,000011,000000,Plan Approval and Review Time (DRP)
/SAPAPO/REVIEW_TIME_DEPL,DEC,000011,000000,Plan Approval and Review Time (Depl.)
/SAPAPO/SHELF_LIFE_DUR,DEC,000011,000000,Shelf Life
/SAPAPO/SHELF_LIFE_DUR_L,DEC,000011,000000,Loc.-Dep. Shelf Life
/SAPAPO/SHELF_LIFE_REQ_MAX,DEC,000011,000000,Reqd Max. Shelf Life
/SAPAPO/SHELF_LIFE_REQ_MAX_L,DEC,000011,000000,Max. Shelf Life(Loc)
/SAPAPO/SHELF_LIFE_REQ_MIN,DEC,000011,000000,Reqd Min. Shelf Life
/SAPAPO/SHELF_LIFE_REQ_MIN_L,DEC,000011,000000,Min. Shelf Life(Loc)
/SAPAPO/TARGET_DUR,DEC,000011,000000,Target Days' Supply
/SCWM/DE_SHELF_LIFE_REQ_MIN,DEC,000011,000000,Reqd Min. Shelf Life
AUFZTD,DEC,000011,000000,Waiting time
CLNDR,CHAR,000008,000000,Clean-out recipe
CRMS4_FIRST_REQ_DATE,DEC,000015,000000,First Requested Delivery Date for Item
CRMS4_LATEST_REQ_DATE,DEC,000015,000000,Latest Requested Date for an Item
CRMS4_QUOT_END_DATE,DEC,000015,000000,Quot: Valid to Date
CRMS4_QUOT_START_DATE,DEC,000015,000000,Quot: Valid from Date
CRMT_DATE_FROM,DEC,000015,000000,Dates from
CRMT_DATE_TO,DEC,000015,000000,Dates to
CRMT_DLV_GROUP_DATE,DEC,000015,000000,Delivery Group Date
CRMT_DOC_FLOW_DATE,DEC,000015,000000,Date
CRMT_END_DATE,DEC,000015,000000,End Date
CRMT_MKTTG_CHANGED_AT,DEC,000015,000000,
CRMT_MKTTG_CREATED_AT,DEC,000015,000000,
CRMT_PERIOD_DATE,DEC,000015,000000,Period date
CRMT_REQ_DLV_DATE,DEC,000015,000000,Requested Del Date Hdr
CRMT_SETTL_FROM,DEC,000015,000000,Settlement start
CRMT_SETTL_TO,DEC,000015,000000,Settlement End
CRMT_START_DATE,DEC,000015,000000,Start date
CRMT_TC_VALID_FROM,DEC,000015,000000,Valid From
CRMT_TC_VALID_TO,DEC,000015,000000,Valid To
CRMT_VALUE_DATE,DEC,000015,000000,Fixed Value Date
FAHZTD,DEC,000011,000000,Travel Duration
KP_GESZTDA,DEC,000011,000000,Actual total time
KP_GESZTDP,DEC,000011,000000,Planned total time
LOADTG,DEC,000011,000000,Loading time w.days
PIPATG,DEC,000011,000000,Pick/pack time wrkdys
PODTG,DEC,000011,000000,POD timeframe
STUPR,CHAR,000008,000000,Setup recipe
SYPP_DPS_HANDOVER_TIME,DEC,000015,000000,DPS Handover Time
TDTYPE,CHAR,000004,000000,ID
TKURS,DEC,000009,000005,Item Exchange Rate
/CPD/PFP_REVIEW_PERIOD,NUMC,000007,000000,Forecast Month
XUAKTPAS,CHAR,000001,000000,Version
/SCMB/GEO_DATA_VALIDITY_END,DEC,000015,000000,Validity End of Geographical Data
/SCWM/DE_GM_DOC,NUMC,000012,000000,Warehouse Document
ARUN_DEMAND_GROUP_PRIORITY,CHAR,000010,000000,Demand Priority
ARUN_DEMAND_PRIORITY,CHAR,000010,000000,Demand Priority
BDR_REF,CHAR,000010,000000,Billing Document Request Source Document
CRMS4_REF_INHOUSE_REPAIR,CHAR,000010,000000,Reference In-House Repair
CRMS4_REF_SOLO_OBJECT_ID,CHAR,000010,000000,Reference Solution Order ID
CRMS4_SOLO_OBJECT_ID,CHAR,000010,000000,Solution Order
ICO_VGBEL,CHAR,000010,000000,Intercompany Reference Document
EXTVORNR,CHAR,000004,000000,Network Activity
FINS_JAHRPER,NUMC,000007,000000,Fiscal Year Period
FML_PERIOD_YEAR_FROM,NUMC,000007,000000,Fiscal Period From
FML_PERIOD_YEAR_TO,NUMC,000007,000000,Fiscal Period To
FML_PRICE_SDM_YEARPER,NUMC,000007,000000,Price SDM Fiscal Year Period
MM_PUR_PR_ITEM_KEY,CHAR,000015,000000,Purchase Requisition Item
MPE_PV_EXE_ALNAL,CHAR,000002,000000,Shop Floor Routing Tasklist Grp.Counter
MPE_PV_EXE_PLNNR,CHAR,000008,000000,Shop Floor Routing Tasklist Group
MPE_PV_EXE_STLAL,CHAR,000002,000000,Shop Floor  BOM Alternative
FSH_MPLO_ORD,CHAR,000012,000000,Master Planned Order
PBD_ID,CHAR,000010,000000,Preliminary Billing Document
RFM_PSST_GROUP_ID,CHAR,000010,000000,PSST Group
RSTZE,UNIT,000003,000000,Setup Time Unit
UTI_DSO_BP,CHAR,000010,000000,Distributor
UTI_METOP_BP,CHAR,000010,000000,Meter Operator
/PICM/ISSUE_ID,CHAR,000020,000000,Issue
/PICM/REFCR,CHAR,000020,000000,Ref.ChangeRequestNo.
/SAPAPO/LOC_TSUCR,DEC,000015,000000,Date/Time Created
/SAPAPO/LOC_TSUUP,DEC,000015,000000,Date/Time Changed
/SCMTMS/LOCUUID,RAW,000016,000000,Location
W_AKTARTH,CHAR,000001,000000,Price activat. type
BAHNR,CHAR,000010,000000,TrainStnNumber
CMKUA,DEC,000009,000005,Cred.data exch.rate
CMKUF,DEC,000009,000005,Cred.Data Exch.rate
W_AKVST,CHAR,000001,000000,Subseq. processing
CRMS4_SOM_SHARING_GROUP_ID,CHAR,000010,000000,Sharing Group ID
IDNNR,NUMC,000010,000000,Maintenance request
KURFP,DEC,000009,000005,Exchange rate date
KZKRS,DEC,000009,000005,Group FX Rate
FCO_PSRVDOC_ID,CHAR,000010,000000,Partner Service Document
FCO_SRVCONTRACT_ID,CHAR,000010,000000,Service Contract
LVS_BENUM,CHAR,000010,000000,Requirement Number
FINS_ORIGIN_OPERATION,CHAR,000004,000000,Origin Operation Number
MSR_PROCESS_ID,CHAR,000010,000000,Process ID No.
FVNR_INC,CHAR,000004,000000,PIC increment
PLNVERSN,CHAR,000004,000000,Routing Version
PLNVERSN_SOURCE_VERSN,CHAR,000004,000000,Source Routing Version
QPROBSOLVINGPROCESS,NUMC,000012,000000,Problem-Solving Process
QPROBSOLVINGPROCESSCAUSE,NUMC,000005,000000,Cause
STCUR_AP,DEC,000009,000005,Exchange Rate Stats.
WCB_WKURS,DEC,000009,000005,Exchange Rate
/SAPAPO/TSUCR,DEC,000015,000000,Date/Time Created
/SAPAPO/TSUUP,DEC,000015,000000,Date/Time Changed
APOC_RECEIVER_ID,CHAR,000010,000000,Recipient
CDCHANGENR,CHAR,000010,000000,Document Number
CDOBJECTCL,CHAR,000015,000000,Change Document Object
CD_CHNGNO,CHAR,000010,000000,Document Number
CTXKRS,DEC,000009,000005,Tax Rate: Rept. Crcy
DEL_VORNR,CHAR,000004,000000,Oper./act. increment
E2WRMA_PROF,CHAR,000004,000000,
EMPFB,CHAR,000010,000000,Payee
KKURS,DEC,000009,000005,Cond.exchange rate
KURSR,DEC,000009,000005,Hedged Exchange Rate
KURSU,DEC,000009,000005,Revaluation Rate
LCNUM,CHAR,000010,000000,Financial Doc. No.
FC_RLDNR_CONS,CHAR,000002,000000,Consolidation Version Ledger
NPVRG,CHAR,000004,000000,Network activity
FTNR_INC,CHAR,000004,000000,PI increment
W_ERAPPL,CHAR,000001,000000,Creating application
PSPSD,CHAR,000010,000000,Payment Split Predecessor Sales Document
RLOAD,LANG,000001,000000,
RSPM_REQUEST_TSN,NUMC,000023,000000,Request Trans. Seq. No.
SO_ADRNAME,CHAR,000035,000000,Full name
TXKRS_BKPF,DEC,000009,000005,Rate for Taxes
WAKTPP_ERDOCN,CHAR,000010,000000,Generating Document
WLF_TXKRS,DEC,000009,000005,Tax Exchange_Rate
/SAPAPO/DEPLST_DT,DEC,000015,000000,Stability Period Deployment Indicator
/SAPAPO/MNLREVDEX_START,DEC,000015,000000,Postpone Review for Start Date
/SAPAPO/MNLREVFIRM_END,DEC,000015,000000,Man. Review for End Date of LF Horizon
/SCMTMS/INC_DEV_PLACE_DEST_KEY,RAW,000016,000000,Deviating Place of Destination
/SCMTMS/INC_LOC_1_KEY,RAW,000016,000000,Incoterm Location 1
/SCMTMS/INC_LOC_2_KEY,RAW,000016,000000,Incoterm Location 2
XNEGP_VF,CHAR,000001,000000,Negative posting
/STTPEC/E_SYNCTIME,DEC,000015,000000,Last Synchronization Time
CRMT_MKTTG_ORIG_LG,LANG,000001,000000,
CRM_ER_SM_PROFID,CHAR,000016,000000,Service Mgr Profile
CU_INSTANCE_KK,NUMC,000018,000000,Confign Instance
FARR_CONTRACT_ID,CHAR,000014,000000,Revenue Accounting Contract
FARR_POB_ID,CHAR,000016,000000,Performance Obligation
FARR_QUANTITY,QUAN,000018,000006,Quantity
GLE_FXR_DTE_RATE2X28,DEC,000028,000014,Market Data Exchange Rate 2
GLE_FXR_DTE_RATE3X28,DEC,000028,000014,Market Data Exchange Rate 3
PAR_VORNR_AUF,CHAR,000004,000000,Part. Project Network Activity
PRS_WORK_PERIOD,NUMC,000007,000000,Work Period
/CPD/PFP_SC_TSTMP,DEC,000015,000000,Time Stamp
/SCMB/MDL_DATA_CHECKED_AT,DEC,000015,000000,Checked On
/SCWM/DE_DESHU,CHAR,000020,000000,Destination Handling Unit
/SCWM/DE_MAX_BINDEPTH,NUMC,000002,000000,Maximum Bin Depth
/SRMSMC/LANGUAGE_CODE,LANG,000001,000000,Language
CRMT_SRQM_LAST_UPDATED_AT,DEC,000015,000000,Last Updated On
ERWERT,CURR,000023,000002,Memo Value
FARR_DELIVERED_QUANTITY,QUAN,000018,000006,Delivered Quantity
FARR_SSP_PERCENTAGE,DEC,000011,000008,Percentage for Standalone Selling Price
FARR_SSP_RANGE_PERCENTAGE,DEC,000011,000008,StdAlone Selling Prc. Tolerance Percent.
FINCS_FISCALYEARPER,CHAR,000007,000000,Fiscal Year Period
FINCS_FISCYEARPER,NUMC,000007,000000,Period/Year
GWGBST,CURR,000023,000002,Max.LVA Amount: for Purch.Ord.
GWGWRT,CURR,000023,000002,Max.LVA Amount: for Posting
PURCHASINGDOCUMENTITEMUNIQUEID,CHAR,000015,000000,Document Item
PURGDOCSCHEDULELINEUNIQUEID,CHAR,000019,000000,Schedule line
QMUR_PARNR,CHAR,000012,000000,Resp. party
VPLBFL,CHAR,000006,000000,Referenced sequence
/BOFU/TSTMP_CHANGED_TIME,DEC,000015,000000,Changed On
/BOFU/TSTMP_CREATION_TIME,DEC,000015,000000,Created On
WLF_WKURS_CUSTOMER,DEC,000009,000005,Exchange Rate Customer Co. Code
/SAPPCE/DPCNR,CHAR,000010,000000,Down Payment Chain Number
/SPE/REF_VBELN_CRM,CHAR,000035,000000,CRM Ref  Order Number for TPOP Process
/SPE/VBELN_CRM,CHAR,000010,000000,CRM Sales Order Number for TPOP Process
COMT_CHANGED_AT_USR,DEC,000015,000000,Changed On
COMT_CREATED_AT_USR,DEC,000015,000000,Created At
JV_PROPERT,CHAR,000024,000000,Property ID
J_1IG_PARTNER,CHAR,000010,000000,GST Partner
FARR_BOM_POB_ID,CHAR,000016,000000,Root POB in BOM
FARR_DIFF_DLV_QTY,QUAN,000018,000006,Diff to Delivered Qty
FARR_EFFECTIVE_QUANTITY,QUAN,000018,000006,Effective Quantity
FARR_HI_LEVEL_POB_ID,CHAR,000016,000000,Higher-Level Performance Obligation
FARR_LEADING_POB_ID,CHAR,000016,000000,Leading Performance Obligation
FINCS_FSI_ITEM,CHAR,000010,000000,Financial Statement Item
FINCS_FSI_MAP_ID,CHAR,000010,000000,FS Item Mapping ID
FINCS_FSI_MAP_REVISION,CHAR,000010,000000,FS Item Mapping Revision
NA_PARNR,CHAR,000010,000000,Message partner
QVERSNRAM,CHAR,000006,000000,Version
QVERSNRCD,CHAR,000006,000000,Version
QVERSVE,CHAR,000006,000000,Usage dec. version
QVEZAEHLER,CHAR,000006,000000,Version
UKURS_D,DEC,000009,000005,Rate
VORG_UEBER,CHAR,000004,000000,Superior activity
/IAM/USER_STATUS1,CHAR,000002,000000,User Status 1
/IAM/USER_STATUS2,CHAR,000002,000000,User Status 2
/IAM/USER_STATUS3,CHAR,000002,000000,User Status 3
/IAM/USER_STATUS4,CHAR,000002,000000,User Status 4
/IAM/USER_STATUS5,CHAR,000002,000000,User Status 5
WKKUR,DEC,000009,000005,Exchange rate
WLF_CTXKRS,DEC,000009,000005,Tax ExRate Rept.Ctry/Reg
WLF_CTXKRS_IC,DEC,000009,000005,Tax Exchange Rate Reporting Ctry/Reg. IC
WLF_TXKRS_IC,DEC,000009,000005,Tax Exchange_Rate Intercompany Posting
XBLNR_ALT,CHAR,000026,000000,Alt Reference Number
/SRMSMC/OBJECT_ID,CHAR,000020,000000,SLC Object Identifier
ARUZE,UNIT,000003,000000,Teardown Unit
CRM_POOL_AGREEMENT,CHAR,000020,000000,Sharing Contract
IRULE,CHAR,000010,000000,Interest calc.rule
IST_EXT_REF,CHAR,000020,000000,Contract Number
JV_CONTRAC,CHAR,000024,000000,Contract Number
FAA_KFC,CHAR,000010,000000,Key Figure
KURS2,DEC,000009,000005,Exchange Rate 2
KURS3,DEC,000009,000005,Exchange Rate 3
FCO_AVC_HRYID,CHAR,000042,000000,G/L Account Hierarchy
FCO_AVC_HRYNODE,CHAR,000050,000000,G/L Account Group
GEGST,CHAR,000008,000000,Tech.Asset
PENALTY,CURR,000023,000002,Penalty Charge
PENALTY1,CURR,000023,000002,Penalty Chge in LC
PENALTY2,CURR,000023,000002,Pen.Charge in LC2
PENALTY3,CURR,000023,000002,Pen.Charge in LC3
QEC_OC_QVEVERSION,CHAR,000006,000000,Code Version
QVEVERSION,CHAR,000006,000000,Code version
RE_MANDAT,CHAR,000013,000000,Mandate Thrd Prty Mgmt
SDOK_CKTST,NUMC,000014,000000,Lock time
SDOK_CRTST,NUMC,000014,000000,Created At
STLAL,CHAR,000002,000000,Alternative BOM
TRAZE,UNIT,000003,000000,Move Time Unit
UMRWRT,CURR,000023,000002,Net Book Value for Dep.Change
/IAM/ISSUE_ID,CHAR,000020,000000,Issue ID
WTRZE,UNIT,000003,000000,Queue Time Unit
/SCWM/DE_SHIPTO_DFLT,CHAR,000010,000000,Default Ship-To
APOC_OR_ITEM_ID,NUMC,000006,000000,Item ID
BEAZEP,UNIT,000003,000000,Processing time unit
LFDTX,NUMC,000003,000000,SeqNo-text ID group
LIGZE,UNIT,000003,000000,Wait Time Unit
FM_NZFPA24,CHAR,000024,000000,Expenditure Item
FM_NZFPE24,CHAR,000024,000000,Revenue Item
OPR_END,CHAR,000004,000000,Subsequent activity
OPR_START,CHAR,000004,000000,Preceding activity
HANDOVER_LOC,CHAR,000010,000000,Handover Location
RYACQ,CHAR,000004,000000,Year of acquisition
SDOK_CHTST,NUMC,000014,000000,Last Changed At
WKURS_P1,DEC,000009,000005,Exchange Rate
WKURS_P2,DEC,000009,000005,Exchange Rate
WPM_OFFERID_DISCOUNT,CHAR,000036,000000,Offer ID for Discount
XUTYP,CHAR,000001,000000,Type
XUUSTYP,CHAR,000001,000000,User Type
/SAPAPO/INITSTDATE,DEC,000015,000000,Set Date of Stocking
/SAPAPO/MANFRHOR_ST,DEC,000015,000000,Manual Freeze Horizon
/SAPAPO/MNLREVDEX_END,DEC,000015,000000,Postpone Review for End Date
/SAPAPO/MNLREVFIRM_START,DEC,000015,000000,Man. Rev. for Start Date of LF Horizon
/SAPAPO/PLRSTDRP_END,DEC,000015,000000,Planning Lock End Date for DRP
/SAPAPO/PLRSTDRP_START,DEC,000015,000000,Planning Lock Start Date for DRP
/SAPAPO/PLRSTLOC_END,DEC,000015,000000,Loc. Lock End Date for Depl.
/SAPAPO/PLRSTLOC_START,DEC,000015,000000,Loc. Lock Start Date for Depl.
/SAPAPO/PLRST_END,DEC,000015,000000,Planning Lock End Date for Deployment
/SAPAPO/PLRST_START,DEC,000015,000000,Planning Lock Start Date for Depl.
/SAPAPO/SETDATE,DEC,000015,000000,Set Date
/SAPAPO/STABILITYDUR_DSTK,DEC,000011,000000,Destocking Stability Period (Hours)
/SAPAPO/STABILITYDUR_DSTKV,DEC,000011,000000,Destocking Stab. Per.: VCL (Hours)
/SAPAPO/STABILITYDUR_STK,DEC,000011,000000,Stocking Stability Period (Hours)
/SAPAPO/STABILITYDUR_STKV,DEC,000011,000000,Stocking Stab. Period: VCL (Hours)
ABRKOVOR,CHAR,000002,000000,Default Object Type
ABRURSCH,CHAR,000002,000000,Source Structure
AKKUR,DEC,000009,000005,Ex.Rate-LettofCredit
CRMT_EXCHG_RATE,DEC,000009,000005,Exchange Rate
CRMT_ITEM_LANGU,LANG,000001,000000,Language
DATATYPE_D,CHAR,000004,000000,Data Type
EAM_CC_CALLHORIZON_QUALIFIER,CHAR,000001,000000,Calculation Type of Call Horizon
JAHRPER,NUMC,000007,000000,Period/Year
JV_OHTYPEC,CHAR,000002,000000,JV Overhead Type
J_1BSPCSTO,CHAR,000002,000000,NF CFOP Special Case
FARR_RELTYPE,CHAR,000010,000000,Rev. Accounting Type
KONTY,CHAR,000002,000000,Acct Assignment Cat.
LUNTN,CHAR,000004,000000,Last SNo.Assigned
FINS_CO_BELKZ,CHAR,000001,000000,Dr/Cr indicator  CO
FMFG_BEGPER,NUMC,000004,000000,Beginning Period of Availability
FMFG_ENDPER,NUMC,000004,000000,Ending Period of Availability
NJIT_PVS_PNGUID,RAW,000016,000000,Line Network GUID
PSCOPE_CV,CHAR,000002,000000,Partner Object Class
/IAM/POSITION,CHAR,000020,000000,Position
/PICM/STATUS_CD,CHAR,000002,000000,Status Code
/SAPAPO/PPS_PLANNING_TYPE,CHAR,000001,000000,PP Plng Procedure
/SAPAPO/PROD_HEUR_PACKID,CHAR,000012,000000,Planning Package
/SAPAPO/RRP_SEL_GROUP,CHAR,000002,000000,Planning Group
/SCMB/DE_DIST_EMISSION_FACTOR,CHAR,000010,000000,Sustainability Fctr
/SCMTMS/LOADING_POINT_ID,CHAR,000020,000000,Loading/Unloading Point
ABKAT,NUMC,000002,000000,Category
ACE_XPOST_S4,CHAR,000001,000000,Obsolete
